user_id,plan,watch_time_y0,watch_time_y1,sessions_y0,sessions_y1,completion_y0,completion_y1,buffering_y0,buffering_y1
258,premium,92.91,95.91,8.078,8.128,0.6773,0.6773,5.253,5.273
259,basic,123.143,126.143,6.964,7.014,0.7598,0.7598,0.0,0.0
260,basic,65.418,68.418,3.805,3.855,0.6898,0.6898,3.353,3.373
261,basic,51.564,54.564,6.227,6.277,0.5208,0.5208,8.268,8.288
262,basic,109.696,112.696,4.661,4.711,0.8538,0.8538,0.409,0.429
263,basic,50.39,53.39,8.512,8.562,0.4947,0.4947,4.295,4.315
264,premium,66.228,69.228,7.232,7.282,0.3535,0.3535,3.647,3.667
265,premium,0.0,0.0,9.357,9.407,0.5259,0.5259,0.0,0.0
266,premium,92.207,95.207,7.446,7.496,0.4102,0.4102,6.813,6.833
267,premium,46.232,49.232,3.742,3.792,0.4067,0.4067,3.573,3.593
268,premium,114.399,117.399,3.364,3.414,0.598,0.598,8.656,8.676
269,basic,52.696,55.696,4.442,4.492,0.4411,0.4411,5.606,5.626
270,basic,50.718,53.718,2.967,3.017,0.6867,0.6867,3.02,3.04
271,basic,99.729,102.729,7.185,7.235,0.4308,0.4308,4.37,4.39
272,premium,105.547,108.547,5.47,5.52,0.4085,0.4085,10.074,10.094
273,basic,64.595,67.595,8.526,8.576,0.5782,0.5782,0.0,0.0
274,basic,28.681,31.681,6.178,6.228,0.5939,0.5939,4.425,4.445
275,basic,40.008,43.008,7.553,7.603,0.4988,0.4988,1.987,2.007
276,basic,75.5,78.5,7.781,7.831,0.7307,0.7307,5.966,5.986
277,basic,27.899,30.899,7.224,7.274,0.4252,0.4252,13.38,13.4
278,basic,59.145,62.145,6.378,6.428,0.5624,0.5624,13.403,13.423
279,basic,81.544,84.544,7.373,7.423,0.3864,0.3864,0.321,0.341
280,premium,72.415,75.415,7.382,7.432,0.6294,0.6294,0.0,0.0
281,basic,33.206,36.206,4.186,4.236,0.7818,0.7818,2.756,2.776
282,premium,158.839,161.839,4.217,4.267,0.4294,0.4294,6.268,6.288
283,basic,38.361,41.361,2.334,2.384,0.4483,0.4483,0.0,0.0
284,premium,132.53,135.53,5.919,5.969,0.3961,0.3961,3.667,3.687
285,premium,3.972,6.972,8.675,8.725,0.7606,0.7606,6.837,6.857
286,premium,81.267,84.267,9.123,9.173,0.4291,0.4291,0.761,0.781
287,premium,34.009,37.009,7.83,7.88,0.3952,0.3952,3.333,3.353
288,basic,52.091,55.091,6.167,6.217,0.6635,0.6635,11.102,11.122
289,basic,75.072,78.072,1.864,1.914,0.5869,0.5869,10.451,10.471
290,premium,77.974,80.974,3.202,3.252,0.5944,0.5944,8.42,8.44
291,basic,83.308,86.308,6.573,6.623,0.2924,0.2924,6.83,6.85
292,basic,25.453,28.453,4.231,4.281,0.6638,0.6638,0.0,0.0
293,basic,5.92,8.92,9.419,9.469,0.8469,0.8469,13.375,13.395
294,premium,81.951,84.951,3.388,3.438,0.4531,0.4531,5.949,5.969
295,basic,61.946,64.946,5.55,5.6,0.4748,0.4748,7.52,7.54
296,premium,43.802,46.802,6.084,6.134,0.6342,0.6342,6.251,6.271
297,basic,35.908,38.908,6.026,6.076,0.3011,0.3011,6.017,6.037
298,basic,40.854,43.854,3.704,3.754,0.4992,0.4992,2.393,2.413
299,basic,101.608,104.608,4.591,4.641,0.6188,0.6188,2.587,2.607
300,premium,64.892,67.892,5.575,5.625,0.6065,0.6065,0.0,0.0
301,basic,42.633,45.633,5.457,5.507,0.3875,0.3875,6.625,6.645
302,premium,81.865,84.865,4.547,4.597,0.602,0.602,3.919,3.939
303,premium,25.469,28.469,6.507,6.557,0.5296,0.5296,0.404,0.424
304,premium,0.0,0.0,6.048,6.098,0.7476,0.7476,2.282,2.302
305,basic,0.0,0.0,3.785,3.835,0.3055,0.3055,7.139,7.159
306,basic,33.823,36.823,0.894,0.944,0.3945,0.3945,7.413,7.433
307,basic,84.773,87.773,6.608,6.658,0.5225,0.5225,5.556,5.576
308,basic,0.0,2.113,6.224,6.274,0.1849,0.1849,7.948,7.968
309,basic,10.515,13.515,5.247,5.297,0.578,0.578,4.395,4.415
310,basic,31.842,34.842,2.66,2.71,0.4847,0.4847,4.609,4.629
311,basic,84.55,87.55,4.145,4.195,0.6166,0.6166,0.477,0.497
312,basic,35.092,38.092,6.619,6.669,0.4343,0.4343,4.006,4.026
313,basic,30.507,33.507,4.631,4.681,0.5266,0.5266,5.642,5.662
314,basic,50.311,53.311,6.157,6.207,0.8147,0.8147,4.759,4.779
315,premium,169.292,172.292,8.013,8.063,0.4149,0.4149,3.884,3.904
316,basic,52.677,55.677,4.665,4.715,0.71,0.71,6.828,6.848
317,basic,42.871,45.871,5.327,5.377,0.689,0.689,7.05,7.07
318,basic,134.041,137.041,2.671,2.721,0.601,0.601,7.058,7.078
319,premium,35.828,38.828,5.682,5.732,0.3281,0.3281,2.647,2.667
320,premium,80.13,83.13,5.257,5.307,0.4282,0.4282,6.855,6.875
321,basic,0.0,0.118,4.217,4.267,0.6525,0.6525,5.606,5.626
322,basic,17.288,20.288,6.491,6.541,0.4531,0.4531,10.161,10.181
323,basic,101.044,104.044,7.854,7.904,0.3553,0.3553,0.0,0.0
324,premium,46.641,49.641,5.895,5.945,0.6626,0.6626,4.31,4.33
325,basic,0.0,0.0,5.295,5.345,0.4665,0.4665,6.613,6.633
326,basic,55.086,58.086,5.239,5.289,0.6283,0.6283,9.657,9.677
327,basic,138.543,141.543,4.765,4.815,0.5336,0.5336,2.818,2.838
328,basic,39.752,42.752,6.317,6.367,0.4413,0.4413,6.666,6.686
329,premium,9.892,12.892,4.417,4.467,0.6301,0.6301,3.422,3.442
330,basic,33.585,36.585,7.785,7.835,0.3974,0.3974,6.575,6.595
331,basic,82.822,85.822,6.386,6.436,0.7002,0.7002,16.547,16.567
332,premium,74.175,77.175,3.012,3.062,0.4222,0.4222,8.387,8.407
333,basic,61.86,64.86,5.048,5.098,0.6102,0.6102,7.059,7.079
334,basic,0.0,0.0,4.796,4.846,0.6351,0.6351,3.191,3.211
335,basic,18.269,21.269,9.82,9.87,0.6671,0.6671,4.551,4.571
336,basic,59.403,62.403,3.116,3.166,0.4584,0.4584,0.217,0.237
337,premium,165.593,168.593,9.683,9.733,0.794,0.794,3.369,3.389
338,basic,55.955,58.955,6.316,6.366,0.492,0.492,12.984,13.004
339,premium,69.639,72.639,8.123,8.173,0.2287,0.2287,5.868,5.888
340,basic,15.426,18.426,4.093,4.143,0.4778,0.4778,7.451,7.471
341,basic,40.56,43.56,3.08,3.13,0.5055,0.5055,3.315,3.335
342,premium,102.918,105.918,7.168,7.218,0.5858,0.5858,0.0,0.02
343,premium,33.863,36.863,6.366,6.416,0.5154,0.5154,1.435,1.455
344,premium,43.834,46.834,3.317,3.367,0.6921,0.6921,11.081,11.101
345,premium,73.935,76.935,5.455,5.505,0.8366,0.8366,10.627,10.647
346,basic,118.231,121.231,7.59,7.64,0.3934,0.3934,0.091,0.111
347,premium,126.507,129.507,4.325,4.375,0.7859,0.7859,0.0,0.0
348,premium,127.096,130.096,3.568,3.618,0.268,0.268,3.69,3.71
349,basic,50.977,53.977,5.628,5.678,0.4539,0.4539,3.018,3.038
350,basic,14.423,17.423,6.939,6.989,0.239,0.239,12.124,12.144
351,premium,90.055,93.055,6.427,6.477,0.6763,0.6763,1.45,1.47
352,basic,110.64,113.64,7.336,7.386,0.8896,0.8896,0.0,0.0
353,basic,64.34,67.34,6.486,6.536,0.4524,0.4524,1.584,1.604
354,basic,11.406,14.406,9.419,9.469,0.5827,0.5827,1.952,1.972
355,basic,0.0,0.0,6.469,6.519,0.4418,0.4418,9.123,9.143
356,basic,21.608,24.608,5.761,5.811,0.6404,0.6404,8.125,8.145
357,premium,21.814,24.814,5.014,5.064,0.5277,0.5277,2.291,2.311
